"Molecule ChEMBL ID","Molecule Name","Molecular Weight","AlogP","Smiles","hERG_IC50_nM","Assay Type","Target Name","Document Year"
"CHEMBL563926",,"387.91","3.77","COc1cccc(CCN(C)CCN2CCN(c3cccc(Cl)c3)C2=O)c1",630.96,"B","HERG",2009
"CHEMBL564347",,"399.54","3.81","CN(CCN1CCN(c2ccc3c(c2)OCO3)C1=O)C[C@]12CC[C@H](CC1)C2(C)C",6309.57,"B","HERG",2009
"CHEMBL1782572",,"499.58","2.73","CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)cnn3)CC2)(C(C)C)C1",31300,"B","HERG",2011
"CHEMBL185434","AROXYBUTYNIN","357.49","3.34","CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1",12000,"B","HERG",2004
"CHEMBL517","DISOPYRAMIDE","339.48","3.36","CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C",12000,"B","HERG",2004
"CHEMBL184461",,"387.44","2.56","COc1ccc(CCNCCCNC(=O)c2ccc([N+](=O)[O-])cc2)cc1OC",420,"B","HERG",2004
"CHEMBL76","CHLOROQUINE","319.88","4.81","CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12",2500,"B","HERG",2004
"CHEMBL2036779",,"415.32","2.39","CCN1CCOC(C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1",5000,"B","HERG",2012
"CHEMBL2036775",,"415.37","3.25","CC(C)N1CCO[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1",6300,"B","HERG",2012
"CHEMBL1762472",,"337.25","3.94","CNCC[C@@H](Oc1cc(Cl)ccc1C#N)c1ccccc1.Cl",10000,"B","HERG",2011
"CHEMBL1771095",,"377.5","2.89","Cc1cnc(N2CCC(C3CCN(c4cc(C#N)nc(C)n4)CC3)CC2)cn1",5400,"B","HERG",2011
"CHEMBL270227",,"602.63","6.72","Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(F)(F)C(F)(F)F)oc6cc5CC4)n3C)cccc2n1",100,"B","HERG",2008
"CHEMBL255620",,"527.7","5.13","Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(N(C)C)oc6cc5CC4)n3C)cccc2n1",19952.62,"B","HERG",2008
"CHEMBL256015",,"526.71","6.19","Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)C)oc6cc5CC4)n3C)cccc2n1",1995.26,"B","HERG",2008
"CHEMBL271844",,"484.63","5.06","Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6ncoc6cc5CC4)n3C)cccc2n1",3981.07,"B","HERG",2008
"CHEMBL257525",,"580.68","6.78","Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C(F)(F)F)oc6c(C)c5CC4)n3C)cccc2n1",1000,"B","HERG",2008
"CHEMBL271097",,"580.68","6.78","Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6nc(C(F)(F)F)oc6c(C)c5CC4)n3C)cccc2n1",251.19,"B","HERG",2008
"CHEMBL255806",,"577.55","6.13","Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C)oc6c(Br)c5CC4)n3C)cccc2n1",2511.89,"B","HERG",2008
"CHEMBL1684047",,"300.27","5.15","CC(N(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1",40000,"B","HERG",2011
"CHEMBL231396",,"489.38","1.83","N[C@H]1CN(c2ccc3nc(=O)ccn3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F",100000,"B","HERG",2007
"CHEMBL3622104",,"446.51","2.48","Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2ccc(C#N)cn2)C3)ccc2c1COC2=O",1800,"B","HERG",2017
"CHEMBL4086237",,"500.58","1.41","Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2cnc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O",27800,"B","HERG",2017
"CHEMBL4066256",,"499.59","2.02","Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2ccc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O",24000,"B","HERG",2017
"CHEMBL255863","NILOTINIB","529.53","6.36","Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1",63095.73,"F","HERG",2014
"CHEMBL192","SILDENAFIL","474.59","1.61","CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12",158489.32,"F","HERG",2014
"CHEMBL24778","SILODOSIN","495.54","3.07","C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F",25118.86,"F","HERG",2014
"CHEMBL270190","ALVIMOPAN","424.54","3.05","C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1",794328.23,"F","HERG",2014
"CHEMBL245118",,"508.64","5.05","Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(F)c(F)c4)n2C)CC3)n(C)n1",251.19,"B","HERG",2007
"CHEMBL1642485",,"392.5","4.14","CCN(CC)CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1",9.8,"B","HERG",2011
"CHEMBL1642490",,"404.51","4.28","CN1CCCCC1COc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1",5.8,"B","HERG",2011
"CHEMBL242600",,"489.65","5.04","COc1ccc(-c2nnc(SCCCN3CCc4ccc(-c5cc(C)on5)cc4CC3)n2C)cc1",39.81,"B","HERG",2007
"CHEMBL583","GREPAFLOXACIN","359.4","2.28","Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1",50000,"B","HERG",2003
"CHEMBL243899",,"397.55","3.67","Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C)n2C)CC3)no1",794.33,"B","HERG",2007
"CHEMBL244275",,"465.65","5.09","Cc1cnc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccs4)n2C)CC3)o1",316.23,"B","HERG",2007
"CHEMBL715","OLANZAPINE","312.44","3.44","Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1",181,"B","HERG",2008
"CHEMBL362103","ALMOKALANT","352.5","2.17","CCC[S+]([O-])CCCN(CC)CC(O)COc1ccc(C#N)cc1",5,"B","HERG",2008
"CHEMBL129583",,"456.52","2.64","CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CCN(CCc3ccc4nonc4c3)CC1)O2",8,"B","HERG",2004
"CHEMBL182646",,"537.61","4.84","COc1ccc(CCN(C)CCCN(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(OC)c(OC)c2)cc1OC",20,"B","HERG",2004
"CHEMBL327980",,"401.53","2.9","Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1",20,"B","HERG",2004
"CHEMBL3358687",,"428.53","3.63","O=C(NCCN1CCC(O)(Cc2ccc(F)cc2)CC1)Nc1ccnc2ccsc12",5000,"B","HERG",2014
"CHEMBL363295","TERODILINE","281.44","4.99","CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C",500,"B","HERG",2004
"CHEMBL505","CHLORPHENIRAMINE","274.8","3.82","CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1",1100,"B","HERG",2004
"CHEMBL9387","L-365260","398.47","3.96","Cc1cccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)c1",5000,"B","HERG",2004
"CHEMBL360861","NIFEKALANT","405.46","0.33","Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O",10000,"B","HERG",2004
"CHEMBL202788",,"458.51","4.06","CC(C)(C)[C@H](NC(=O)OCCO)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1",25000,"B","HERG",2006
"CHEMBL204408",,"370.44","4.31","CC(C)(C)[C@H](N)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1",1500,"B","HERG",2006
"CHEMBL1642258",,"596.13","3.96","COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccc(N4CCOCC4)cc3OC)n1)CCN(CC(=O)N(C)C)CC2",3900,"B","HERG",2011
"CHEMBL584538",,"408.47","4.03","O=c1cc(OCc2ccc(F)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1",9,"B","HERG",2011
"CHEMBL2403861",,"463.03","5.28","CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1",60,"B","HERG",2013
"CHEMBL1649931","PF-232798","509.67","4.31","CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(C(=O)C(C)C)C3)C2)c1cccc(F)c1",12000,"B","HERG",2011
"CHEMBL2425893",,"437.93","2.21","CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O",100000,"B","HERG",2013
"CHEMBL1642472",,"408.47","4.03","O=c1cc(OCc2cccc(F)c2)ccn1-c1ccc(OCCN2CCCC2)cc1",2.9,"B","HERG",2011
"CHEMBL3318984",,"472.47","3.12","COc1cnc2ccc(=O)n(CCN3CCN(c4nc5cc(C(F)(F)F)ccc5[nH]4)CC3)c2c1",10000,"B","HERG",2014
"CHEMBL3318989",,"437.93","3.81","COc1cnc2ccc(=O)n(CCN3CCC(c4nc5cc(Cl)ccc5[nH]4)CC3)c2c1",1000,"B","HERG",2014
"CHEMBL3318999",,"491.56","4.21","N#Cc1ccc2[nH]c(C3CCN(CCn4c(=O)ccc5ncc(Oc6cccnc6)cc54)CC3)nc2c1",1400,"B","HERG",2014
"CHEMBL2207660",,"495.33","3.68","Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl",1995.26,"B","HERG",2012
"CHEMBL1643512",,"293.2","4.54","N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21",3500,"B","HERG",2011
"CHEMBL3950251",,"452.47","1.65","N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@H](N)[C@H]1O",10400,"B","HERG",2016
"CHEMBL2151164",,"428.47","5.02","COc1nc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1",8500,"B","HERG",2014
"CHEMBL3612809",,"452.51","1.33","COc1cc([C@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N",18000,"B","HERG",2015
"CHEMBL3612807",,"422.49","1.32","Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc(C#N)cn3)CC2)ccc2c1COC2=O",28000,"B","HERG",2015
"CHEMBL296419","ASTEMIZOLE","458.58","5.35","COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1",2.6,"B","HERG",2013
"CHEMBL3357995",,"523.5","2.45","C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2C#N)cn1",6400,"B","HERG",2014
"CHEMBL3746204",,"459.4","5.18","CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc3ccc(F)c(C(F)(F)F)c3)c2)ncn1",5800,"B","HERG",2015
"CHEMBL3805400",,"385.42","2.49","Cc1ccn2nc3c(c2n1)CN([C@H]1CO[C@H](c2cc(F)ccc2F)[C@@H](N)C1)C3",18000,"B","HERG",2016
"CHEMBL1642185",,"434.5","5.06","COc1cc(/C=C/c2nc3ccccc3c(=O)n2-c2ccccc2)ccc1-n1cnc(C)c1",990,"B","HERG",2011
"CHEMBL1642191",,"431.57","5.22","COc1cc(/C=C/c2nc(N)c3c4c(sc3n2)CCCCC4)ccc1-n1cnc(C)c1",390,"B","HERG",2011
"CHEMBL3612926",,"466.54","1.72","CCOc1cc(C(O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N",7700,"B","HERG",2015
"CHEMBL1642173",,"330.39","4.24","COc1cc(/C=C/c2nc3ccccc3[nH]2)ccc1-n1cnc(C)c1",680,"B","HERG",2011
"CHEMBL3707392","ELECLAZINE","415.37","4.08","O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1ncccn1",5700,"B","HERG",2013
"CHEMBL2382415",,"448.41","2.67","N#Cc1cnccc1COc1cnc(N2CC3CCC(C2)N3C(=O)OCC(F)(F)F)nc1",13000,"B","HERG",2013
"CHEMBL2382414",,"422.37","2.14","N#Cc1cnccc1COc1cnc(N2CCN(C(=O)OCC(F)(F)F)CC2)nc1",10000,"B","HERG",2013
"CHEMBL1642183",,"404.5","4.15","COc1cc(/C=C/c2nc3sc4c(c3c(=O)[nH]2)CCC4)ccc1-n1cnc(C)c1",4730,"B","HERG",2011
"CHEMBL1645172",,"457.55","5.14","Cc1ccc2nc(CN3CCN(C(=O)CC(c4ccccc4)c4ccc(F)cc4)CC3)oc2c1",2270,"B","HERG",2011
"CHEMBL2382343",,"510.58","5.3","COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5c(F)cccc5F)C4)C[C@@H]3C(=O)O)c2c1",47600,"B","HERG",2013
"CHEMBL2382287",,"474.6","5.03","COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccccc5)C4)C[C@@H]3C(=O)O)c2c1",24900,"B","HERG",2013
"CHEMBL2158050",,"504.65","5.07","COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1",23600,"B","HERG",2013
"CHEMBL3422756",,"500.56","3.04","COc1ccc2ncc(C#N)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",370,"B","HERG",2015
"CHEMBL2387229",,"484.96","6.07","Cc1cc(=O)oc2c(Cl)c(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12",1591,"B","HERG",2013
"CHEMBL3913542",,"501.62","5.87","Cc1ccc(-c2nnc(SCCCN3CC[C@]4(C[C@@H]4c4ccc(C(F)(F)F)cc4)C3)n2C)c(C)n1",933.25,"B","HERG",2016
"CHEMBL709","ALFUZOSIN","389.46","1.35","COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC",19952.62,"F","HERG",2014
"CHEMBL1421","DASATINIB","488.02","3.31","Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1",15848.93,"F","HERG",2014
"CHEMBL1784385",,"512.74","6.51","Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(C(=O)C(C)(C)C)CC1",1000,"B","HERG",2011
"CHEMBL1784524",,"679.81","6.57","Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2c(F)ccc(NS(C)(=O)=O)c2F)CC1",36307.81,"B","HERG",2011
"CHEMBL3120293",,"383.48","3.3","CNc1nc(NCCCN(C)C)c2sc(-c3ccc4nonc4c3)cc2n1",2000,"B","HERG",2014
"CHEMBL3124985",,"408.41","3.6","CCS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)n2)cc1",3700,"B","HERG",2013
"CHEMBL3124982",,"429.4","3.28","Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)nc1-c1ccc(C(F)(F)F)nc1",20200,"B","HERG",2013
"CHEMBL1938433",,"392.45","3.21","O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccccc3)CC1)O2)NO",3810,"B","HERG",2013
"CHEMBL2147304",,"512.44","4.45","COc1ncc(-c2cccc(OC(F)F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1",3981.07,"B","HERG",2012
"CHEMBL2146811",,"412.92","3.15","COCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ncccc2c1=O",63.1,"B","HERG",2012
"CHEMBL1767164","GSK-1004723","641.3","7.77","O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C[C@H]1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1",50.12,"B","HERG",2012
"CHEMBL2146804",,"368.87","3.13","CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccncc2c1=O",1258.93,"B","HERG",2012
"CHEMBL271220","CORT 108297","535.56","5.09","CCOC[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2",800,"B","HERG",2015
"CHEMBL2403848",,"570.16","6.51","Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC2CCC2)cc1C1CCNCC1",3020,"B","HERG",2013
"CHEMBL562464",,"409.96","4.46","O=C1N(CCN2C[C@@H]3CC[C@H]2Cc2ccccc2C3)CCN1c1cccc(Cl)c1",63.1,"B","HERG",2009
"CHEMBL1079837",,"425.56","3.54","COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1",2511.89,"B","HERG",2010
"CHEMBL1079822",,"451.64","4.83","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(C)(C)C)cc3)C2)n1C",630.96,"B","HERG",2010
"CHEMBL1081685",,"523.63","6.11","Cc1ccc2c(-c3nnc(SCCCN4C[C@@H]5C[C@]5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1",501.19,"B","HERG",2010
"CHEMBL1080846",,"464.42","4.84","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)c(Cl)c3)C2)n1C",501.19,"B","HERG",2010
"CHEMBL1082106",,"474.43","4.3","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Br)cc3)C2)n1C",398.11,"B","HERG",2010
"CHEMBL1080126",,"481.52","4.69","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)c(F)c3)C2)n1C",398.11,"B","HERG",2010
"CHEMBL1081401",,"511.74","6.39","Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(C)(C)C)cc5)C4)n3C)cccc2n1",251.19,"B","HERG",2010
"CHEMBL2204250",,"574.52","3.4","O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3ccc(OCC(F)(F)F)nc3)CC2)C1",7000,"B","HERG",2012
"CHEMBL3263282",,"499.58","4.8","O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCO[C@@H]1C[C@@H](N1CCC(c3ccccc3)CC1)C2",5800,"B","HERG",2014
"CHEMBL31","GATIFLOXACIN","375.4","1.98","COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12",128824.96,"B","HERG",2011
"CHEMBL2207659",,"460.88","3.02","Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1",3162.28,"B","HERG",2012
"CHEMBL2207285",,"609.53","2.91","O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NC3CC3)ccc12",794.33,"B","HERG",2012
"CHEMBL2325212",,"446.57","6.64","C[n+]1c(C#Cc2ccc(-c3ccccc3)cc2)cccc1C#Cc1ccc(-c2ccccc2)cc1",107,"A","HERG",2015
"CHEMBL2403327",,"411.38","4.96","Cc1ccc(Cn2cnc(=O)c3cc(Oc4ncccc4C(F)(F)F)ccc32)cc1",17000,"B","HERG",2013
"CHEMBL2164761",,"407.92","3.84","CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnccn2)cc1Cl",7300,"B","HERG",2012
"CHEMBL3586404","ONATASERTIB","397.48","2.48","CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1",33000,"B","HERG",2015
"CHEMBL11","IMIPRAMINE","280.42","3.88","CN(C)CCCN1c2ccccc2CCc2ccccc21",3388.44,"B","HERG",2009
"CHEMBL1008","BEPRIDIL","366.55","4.83","CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1",549.54,"B","HERG",2009
"CHEMBL479","THIORIDAZINE","370.59","5.89","CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2",35.48,"B","HERG",2009
"CHEMBL54","HALOPERIDOL","375.87","4.43","O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1",28.18,"B","HERG",2009
"CHEMBL12713","SERTINDOLE","440.95","4.63","O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1",14.13,"B","HERG",2009
"CHEMBL3305167",,"509.54","2.28","COc1ccc2ncc(F)c(C[C@H](O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",26000,"B","HERG",2015
"CHEMBL3417505",,"341.46","2.66","C[C@H](COc1ccc(C2=NNC(=O)C3CC23)cc1)CN1CCC[C@H]1C",8000,"B","HERG",2015
"CHEMBL271511",,"491.54","4.03","Cc1ncoc1-c1nnc(SCCCN2CCc3nc4ccc(C(F)(F)F)cn4c3CC2)n1C",1995.26,"B","HERG",2008
"CHEMBL3218888",,"483.58","3.18","COCCN1CCCC(Cn2c(-c3cccnc3C)nc3cn(-c4ccc(C#N)cc4)nc3c2=O)C1",21000,"B","HERG",2013
"CHEMBL3218914",,"542.68","4.63","Cc1ncccc1-c1nc2cn(-c3cccc(OC(C)C)c3)nc2c(=O)n1C[C@H]1CCCN(C[C@H]2CCCO2)C1",6800,"B","HERG",2013
"CHEMBL3218481",,"384.4","4.76","Cc1cnc(NC(=O)c2cc(Oc3ccc(C#N)cc3)c3cc(C)oc3c2)cn1",4000,"B","HERG",2011
"CHEMBL3220881",,"554.57","4.73","O=C(/C=C/[C@@H]1CCCN1)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1",86200,"B","HERG",2012
"CHEMBL3217923",,"477.56","3.71","COC[C@H](C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc(C)ns2)c1",7500,"B","HERG",2011
"CHEMBL2087084",,"420.48","2.54","CC(C)c1noc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)n1",11600,"B","HERG",2012
"CHEMBL3237557",,"369.47","2.35","CCCc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)n1",6309.57,"B","HERG",2014
"CHEMBL3237558",,"367.46","2.27","NC(=O)c1nnc(N[C@@H]2CCCC[C@@H]2N)cc1Nc1cccc(C2CC2)n1",3981.07,"B","HERG",2014
"CHEMBL1079462",,"413.52","3.67","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)cc3)C2)n1C",1995.26,"B","HERG",2010
"CHEMBL1079461",,"429.98","4.19","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(Cl)c3)C2)n1C",1258.93,"B","HERG",2010
"CHEMBL1081023",,"481.52","4.69","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C",1000,"B","HERG",2010
"CHEMBL247891",,"551.63","4.86","O=C(NC1CCN(Cc2ccc(OCCCN(C3CC3)C3CC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1",740,"B","HERG",2007
"CHEMBL1079938",,"481.52","4.69","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3F)C2)n1C",3162.28,"B","HERG",2010
"CHEMBL4517101",,"460.31","2.15","N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3Cl)C[C@@]2(O)CN)cc1F",3000,"B","HERG",2019
"CHEMBL611369",,"323.19","2.27","Brc1cnc2nc(N3CCN4CCC3CC4)oc2c1",2300,"B","HERG",2010
"CHEMBL4541837",,"423.34","3.53","COC(C)(C)CC#Cc1c(Cl)c2c(Cl)cc(C(N)=O)nc2n1[C@H]1CCCNC1",4,"B","HERG",2019
"CHEMBL2069921",,"334.42","3.05","c1ccc(CN2CCN(Cc3nc(-c4ccccc4)no3)CC2)cc1",12700,"B","HERG",2012
"CHEMBL2069930",,"368.8","2.8","CCOC(=O)N1CCN(Cc2noc(-c3cc(Cl)ccc3F)n2)CC1",31000,"B","HERG",2012
"CHEMBL3787457",,"432.52","4.02","O=C(c1nnc(-c2ccccc2)o1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1",11000,"B","HERG",2016
"CHEMBL4225277",,"433.55","4.69","COc1ccc2nccc(CC[C@H]3CC[C@H](NCc4cc5c(cn4)OCCO5)CC3)c2c1",940,"B","HERG",2018
"CHEMBL54","HALOPERIDOL","375.87","4.43","O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1",230,"B","HERG",2012
"CHEMBL1504335",,"334.42","3.05","c1ccc(CN2CCN(Cc3nnc(-c4ccccc4)o3)CC2)cc1",27300,"B","HERG",2012
"CHEMBL2070944",,"469.53","3.1","Cc1sc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)nc1C(F)(F)F",15848.93,"B","HERG",2012
"CHEMBL1091775",,"322.48","4.7","C[C@@H](c1ccccn1)c1c(CCN2CCC2)sc2ccccc12",4200,"B","HERG",2010
"CHEMBL2069501",,"430.55","4.71","CCOCC1(COCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21",176,"B","HERG",2012
"CHEMBL2069504",,"384.48","4.52","c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)C(C4CCOC4)N3)n2)cc1",64,"B","HERG",2012
"CHEMBL4161395",,"331.48","4.99","c1ccc(Cc2cc3c(s2)CCN2Cc4ccccc4CC32)cc1",21300,"B","HERG",2017
"CHEMBL4162672",,"476.62","6.37","COc1nc2ccccc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12",1600,"B","HERG",2017
"CHEMBL4169545",,"490.65","6.68","COc1nc2ccc(C)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12",4300,"B","HERG",2017
"CHEMBL214629",,"437.6","3.91","CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(F)cc3)CC1=O)C2",8100,"B","HERG",2007
"CHEMBL1080490",,"429.98","4.19","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3)C2)n1C",110,"B","HERG",2010
"CHEMBL1835149",,"414.39","3.96","NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cn[nH]c3)ccc12",3000,"B","HERG",2011
"CHEMBL1833986",,"413.49","3.45","NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)nc3)ccc12",8200,"B","HERG",2011
"CHEMBL1081869",,"427.55","3.98","Cc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c(F)c1",39810.72,"B","HERG",2010
